,Streamer,Followers,Min_views,Max_views,Avg_views,Other_games,Description,translated_texts,language
132,slipixxx,158377,906.0,2479.0,1554.0,0.0,"""C'est en achetant n'importe quoi qu'on OneShot n'importe qui."" J'aime League of Legends, j'aime être différent et ensemble on va passer des bon moments. Vive la bière, vive la tartiflette et vive la #TEAMSLIP. ","""it is by buying anything that we oneshot anyone.""i like league of legends, i like to be different and together we will have a good time.long live beer, long live the tartiflette and long live the #teamslip.",fr
133,lindsan,156696,441.0,441.0,441.0,0.0,"Hola juego League of Legends, soy de Costa Rica, hago streams todos los días. contacto: lindsanx@gmail.com","hello game league of legends, i'm from costa rica, i do streams every day.contact: lindsanx@gmail.com",es
134,leylunehar,155348,729.0,729.0,729.0,0.0,LEYL Ü NEHAR,leyl ü nehar,hi
135,loopk,154872,,,,0.0,"Ex-jogador profissional de LoL, atualmente streamando gameplay de jogos diversos, com foco no LoL e em interatividade com o chat. Vem trocar uma ideia e ver uma gameplay!","lol's former professional player, currently streaming gameplay of various games, focusing on lol and interactivity with chat.come exchange an idea and see a gameplay!",pt
136,ricadam_lol,152554,1000.0,5350.0,2763.0,0.0,Professional lol player for Team BDS. Streamer Enthusiast Business : adam@tailors.gg,professional lol player for team bds. streamer enthusiast business : adam@tailors.gg,en
137,emeamasters,148803,1698.0,1698.0,1698.0,0.0,Official Account of the League of Legends EMEA Masters! #EMEAMasters,official account of the league of legends emea masters! #emeamasters,en
138,wilianbonnerlol,148603,920.0,920.0,920.0,0.0,STREAM TODO DIA 8 DA NOITE OU 6~7:30 DA MANHÃ ,stream every day 8 of the night or 6 ~ 7: 30 in the morning,pt
139,shinimon,147215,848.0,1935.0,1388.0,1.0,jogador de leagueoflegends main jungle bicampeao do cblol gremlin acumulador de recursos nariz do tamanho que elas gostam,leagueoflegends player main jungle two -time cblol gremlin resource accumulator of the size they like,pt
140,lourlo,146087,573.0,3089.0,1166.0,0.0,"Hey my name is Lourlo (Samson Jackson) 25 year old Pro League of Legends Top Lane Player & Streamer for Team Liquid, I am looking to spread Positivity and Insight anywhere I can don't be shy to ask questions! First LCS team at 17 playing under Team Liquid, pro player of 7+ years","hey my name is lourlo (samson jackson) 25 year old pro league of legends top lane player & streamer for team liquid, i am looking to spread positivity and insight anywhere i can don't be shy to ask questions! first lcs team at 17 playing under team liquid, pro player of 7+ years",en
141,squallzera,145007,134.0,134.0,134.0,0.0,Oi e sim eu jogo de Garen.,hi and yes i play of garen.,pt
142,gjtn9664,143593,2122.0,5539.0,3910.0,0.0,,,ht
143,jayden,143436,379.0,455.0,417.0,0.0,hello! my name is jayden and i am a 24 year old girl living in southern california. my stream is a great place to chill and meet new people. :D,hello! my name is jayden and i am a 24 year old girl living in southern california. my stream is a great place to chill and meet new people. :d,en
144,lolesports_ar,141904,520.0,3385.0,1869.0,0.0,League of Legends الحساب العربي الرسمي للعبة ,legue of legends the official arab account of the game,ar
145,arthur_lanches,139122,600.0,986.0,793.0,0.0,mono teemo de IGNITE top 👌  contato@abstractgg.com ,plug tero de ignite top 👌 conso@abstrac.com,mi
146,zeitnotlol,138486,1447.0,2033.0,1799.0,0.0,,,ht
147,cookielolxx,138044,827.0,3183.0,2070.0,0.0,"HIYAAAAAA!!! Welcome to my Channel!! I'm Cookie, and I've been Challenger on EUW for 5-6 Years now and I like to share my knowledge & experience with ya'll in hopes of helping you reach your Goals. AYEE! I'm also kinda entertaining? I think? I hope you enjoy your stay :3","hiyaaaaaa!!! welcome to my channel!! i'm cookie, and i've been challenger on euw for 5-6 years now and i like to share my knowledge & experience with ya'll in hopes of helping you reach your goals. ayee! i'm also kinda entertaining? i think? i hope you enjoy your stay :3",en
148,hitpointcz,135857,421.0,4435.0,1878.0,0.0,Hitpoint je projekt zabývající se organizováním a mediálním zpracováním profesionálních soutěží a propagačních akcí v oblasti elektronického sportu. ,hitpoint is a project dealing with organization and media processing of professional competitions and promotional events in the field of electronic sport.,cs
149,saken_lol,132450,1861.0,7668.0,4464.0,0.0,Smoge,society,hi
150,spectatetyler1,129723,2231.0,6336.0,4374.0,0.0,Spectator for TT. ,spectator for tt.,en
151,cabochardlol,129372,2640.0,6105.0,4226.0,0.0,Toplaner for Karmine Corp,toplaner for karmine corp,en
152,dinixgames,127856,529.0,529.0,529.0,0.0,🎮Hola soy Dinix! Hago stream todos los días 💞 Coman cola https://dinixgames.carrd.co/,🎮hola i am dinix!i do stream every day 💞 eat tail https://dinixgames.carrd.co/,es
153,diegobrance,127485,1060.0,1626.0,1379.0,0.0,"Brance, 18 anos, São Paulo | SP SP","bonc, 18, sao paulo |sp sp",pt
154,thepowerofevil,124376,880.0,880.0,880.0,0.0,"Tristan ""PowerOfEvil"" Schrage.FFM/Berlin | 25 🇩🇪 League of Legends Proplayer, Streamer and YouTuber --- Business: PowerOfEvil@instinct3.de","tristan ""powerofevil"" schrage.ffm/berlin | 25 🇩🇪 league of legends proplayer, streamer and youtuber --- business: powerofevil@instinct3.de",en
155,absoluttlol,124152,85.0,2357.0,1237.0,2.0,"Absolut, jogador profissional de league of legends como Adcarry, Campeão do cblol em 2017 e vice-campeão em 2020.  ","absolut, professional player of league of legends as adcarry, champion of cblol in 2017 and runner-up in 2020.",pt
156,targamas1,122774,1220.0,2332.0,1692.0,0.0,,,ht
157,klauslol1,122044,491.0,491.0,491.0,0.0,Challenger adcarry há 6 seasons.,"challenger adcarry, 6 seasons.",ga
158,alicopter,121818,478.0,648.0,539.0,0.0,Alicopter on NA.,alicopter he on.,pl
159,pochipoom,120239,407.0,1066.0,691.0,0.0,"Entrenador profesional de LoL (KIYF, ASUS, S2V, G2Arctic). Peak Elo: MASTER","professional lol coach (kiyf, asus, s2v, g2arctic).peak elo: master",es
160,dynquedo1,117995,715.0,2324.0,1414.0,0.0,SALVE É NOIS FAMILIA,save is family,pt
161,shini_waifu,117432,543.0,543.0,543.0,0.0,nani?,nani?,en
162,hm716,115276,1146.0,4036.0,2148.0,0.0,롤유튜버 박나나입니당 행복해꿀벌~🐝,roll youtuber park nana idang happy honey bee ~ 🐝,ko
163,upsetger,115270,932.0,5360.0,2985.0,0.0,Lec ADC Elias „upset“ Lipp for team FNATIC,lec adc elias „upset“ lipp for team fnatic,en
164,general_hs_,114479,725.0,1609.0,1222.0,0.0,"МЕНТАЛ МОНСТЕР, БОГ ТОПА, СЕКС СИМВОЛ, ПОСЛЕДНЯЯ НАДЕЖДА СНГ, ЧЕМПИОН МОСКВЫ И БОСС КАЧАЛКИ!!!","mental monster, god topa, sex symbol, the last hope of the cis, champion of moscow and the boss of the swear !!!",ru
165,pepiinero,114183,432.0,789.0,619.0,0.0,BU,this,az
166,dudstheboy,113474,602.0,1440.0,953.0,0.0,,,ht
167,send0o,111412,458.0,737.0,559.0,0.0,🇩🇪 🇪🇸 • #5 EUW 1507 LP Peak 👑 • Challenger every season since S6 • Business inquiries: thesendoo@gmail.com 📧,🇩🇪 🇪🇸 • #5 euw 1507 lp peak 👑 • challenger every season since s6 • business inquiries: thesendoo@gmail.com 📧,en
168,dktkduftla,108953,385.0,1732.0,908.0,0.0,눈꽃이에요,it's a snowflake,ko
169,kyure,105405,226.0,226.0,226.0,0.0,"Olá, eu sou a Kyu (* ^ ω ^)                                                                                                                                            Sou streamer de LoL, mas também faço lives de IRL, Valorant e jogos diversos. ","hello, i'm kyu (* ^ ω ^) i'm lol streamer, but i also make irl, valoant and miscellaneous games.",pt
170,xdavemon,105051,316.0,519.0,455.0,0.0,,,ht
171,luger,105022,471.0,471.0,471.0,0.0,Professional League of Legends ADC for NRG,professional league of legends adc for nrg,en
172,pekinwoof,102507,732.0,1673.0,1003.0,0.0,Challenger Mid laner,challenger mid laner,en
173,hwkang2,102043,359.0,1832.0,845.0,3.0,"전 프로게이머, Drx 스트리머 캡틴잭입니다! LOL, LOSTARK 위주로 즐깁니다!!","i'm a professional gamer, drx streamer captain jack!lol, lostark!",ko
174,yamatocannon,101274,707.0,2005.0,1174.0,0.0,man of one way,man of one way,en
175,eintrachtspandau,97937,8183.0,12912.0,10141.0,0.0,"Der offizielle Kanal von Eintracht Spandau, dem E-Sport Team von HandOfBlood. Hier is' real. Impressum: https://instinct3.de/legal-notice/ ","the official channel of eintracht spandau, the e-sport team from handofblood.here is real.imprint: https://intint3.de/legal-notice/",de
176,fragolaqt,97389,407.0,796.0,609.0,0.0,"Papà, streamer e Challenger player","dad, streamer and challenger player",it
177,maknoonlol,96806,79.0,79.0,79.0,0.0,정기 방송시간 오후 1시 ~ 오후7시,regular broadcast time 1 pm to 7 pm,ko
178,badpolly,96573,35.0,35.0,35.0,0.0,MELHOR JOGADORA DO MEU BAIRRO!  🤪,best player in my neighborhood!🤪,pt
179,juliostito,96494,554.0,554.0,554.0,0.0,Jugador Profesional de LoL retirado. Tricampeón latinoamericano 2015-16. Mi sueño es ser profesor de matemáticas &lt;3,professional lol player.latin american tricampeón 2015-16.my dream is to be a professor of mathematics & lt; 3,es
180,koneko_0305,96301,645.0,1505.0,1031.0,1.0,[工商聯絡請洽:35koneko@gmail.com ]平常開台先聊天（開放觀眾上來諮商）/遊戲常玩的有特戰英豪/英雄聯盟/日麻/APEX，每週日IG/FB發行程表！訂閱有專屬聊天室頭像及貼圖，還可加賴群、聚餐、活動抽獎~~ 訂閱或抖內是支持我實況的最佳動力唷 : )歐付寶會員編號: 2087175,"[for industrial and commercial contact, please contact: 35koneko@gmail.com] usually open the platform to chat (open audience up and consult)/games often play special combat english premiums/league of legends/nikko/apex, ig/fb distribution table every sundayintersectionsubscribe to the exclusive chat room avatars and texture, you can also add laiqun, dinner, event lottery lottery ~~ subscribe or shake is the best motivation to support me:) ou fubao member number: 2087175",zh-TW
181,miku,95891,371.0,470.0,415.0,0.0,i love zed and food and sleep,i love zed and food and sleep,en
182,guiven,95665,798.0,2007.0,1207.0,0.0,✉ email de contato: contatoguiven@gmail.com,✉ contact email: contatoguiven@gmail.com,pt
183,lol_cuvee,94753,427.0,2485.0,1543.0,0.0,,,ht
184,brucerlol,94049,712.0,712.0,712.0,0.0,"Bruno, 24 anos, proplayer de League of Legends.","bruno, 24, propalayer of league of legends.",pt
185,xixauxas,91491,165.0,963.0,442.0,0.0,Challenger support desde la season 5. Juego un poco todos los supports pero me gusta sobretodo Pyke. Algunos días salgo del pozo del League of Legends para jugar a otros juegos. Contact: xixauxas.business@gmail.com,challenger support from the season 5. game a bit all the supports but i like pyke.some days i leave the league of legends well to play other games.contact: xixauxas.business@gmail.com,es
186,lolworldchampionship,90408,918.0,918.0,918.0,0.0,Get ready for the ultimate League of Legends experience! We bring you the best of the past World Championships & MSI tournaments leading up to each year's event. Immerse yourself in the excitement and relive the greatest moments in LoL history. Please note that we are not affiliated with Riot Games,get ready for the ultimate league of legends experience! we bring you the best of the past world championships & msi tournaments leading up to each year's event. immerse yourself in the excitement and relive the greatest moments in lol history. please note that we are not affiliated with riot games,en
187,travisgafford,90301,474.0,2957.0,1655.0,2.0,League of Legends and Genshin Impact Shows and Content.,league of legends and genshin impact shows and content.,en
188,brizz94,90061,1082.0,3809.0,2082.0,0.0,"Mi chiamo Luca, ho 28 anni, sono un ex giocatore professionista di league of legends. Sono il player italiano più titolato attualmente, con 21 titoli vinti, il mio risultato migliore è stato top8 agli European Masters. ","my name is luca, i am 28 years old, i am a former professional league of legends player.they are the most titled italian player currently, with 21 titles won, my best result was top8 at the european masters.",it
189,idyiom,89630,92.0,186.0,139.0,0.0,Streamy v PO-PÁ od 15:00,streams in po-fri from 3:00 pm,sk
190,xpetu,88935,665.0,665.0,665.0,0.0,"Finnish Challenger Shen Enthusiast - If you want to learn Shen and/or top lane, you are in the right place. My stream is the product of groundbreaking technology, mathematical theorycrafting and analytical yet unstable gameplay.","finnish challenger shen enthusiast - if you want to learn shen and/or top lane, you are in the right place. my stream is the product of groundbreaking technology, mathematical theorycrafting and analytical yet unstable gameplay.",en
191,apoka,88863,151.0,151.0,151.0,0.0,Challenger ADC.STREAM TODOS LOS DIAS 18hs. //League of Legends Didactico.https://www.instagram.com/Apoka10/,challenger adc.stream todos los dias 18hs. //league of legends didactico.https://www.instagram.com/apoka10/,en
192,kyrenis,88263,613.0,613.0,613.0,0.0,Streaming ogni giorno tranne il sabato dalle 19:30 alle 23:00 ma seguimi su insta/telegram perché qualche volta potrei pisciare e poi rimani come un fesso ad aspettarmi.Email commerciale: kyrenis@arkadia.agency,streaming every day except saturday from 19:30 to 23:00 but follow me on insta/telegram because sometimes i could piss and then stay like a fool waiting for me.,it
193,redberto,87800,663.0,663.0,663.0,0.0,Jogador profissional de League of Legends. ,professional league of legends player.,pt
194,humzh,86290,561.0,1880.0,1077.0,0.0,6 years Challenger AD main,6 years challenger ad main,en
195,koldo_lol,84810,393.0,1167.0,815.0,0.0,JUNGLA DE KOI 22yo,jungla de koi 22yo,ilo
196,vetheo,84739,708.0,2576.0,1452.0,0.0,"Hello I'm LEC Midlaner from Excel Esports. Come watch my games, only bangers here.","hello i'm lec midlaner from excel esports. come watch my games, only bangers here.",en
197,spicalol,84470,1148.0,1148.0,1148.0,0.0,Professional Roblox streamer,professional roblox streamer,en
198,akaliarmy,84035,543.0,927.0,647.0,0.0,"Soy Sebastián, creador de contenido de League of Legends (especialmente relacionado con Akali) y dueño de la Akali Army.","i am sebastián, creator of league of legends (especially related to akali) and owner of the akali army.",es
